epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,195.519,0.96222,1.47732,1.20112,0.66429,0.7,0.85262,0.59109,1.68206,1.41237,1.38934,2.72183e-05,2.72183e-05,2.72183e-05
37,198.814,0.78399,1.11465,1.17307,0.64699,0.7,0.8524,0.5836,1.65027,1.4478,1.37149,2.75718e-05,2.75718e-05,2.75718e-05
38,202.207,0.45793,0.70339,0.96923,0.64699,0.7,0.8524,0.5836,1.65027,1.4478,1.37149,2.79018e-05,2.79018e-05,2.79018e-05
39,206.107,0.64687,0.93533,1.0205,0.67389,0.69072,0.85257,0.56179,1.6259,1.47952,1.36618,2.82082e-05,2.82082e-05,2.82082e-05
40,210.934,0.80209,0.83736,1.16677,0.67389,0.69072,0.85257,0.56179,1.6259,1.47952,1.36618,2.84911e-05,2.84911e-05,2.84911e-05
41,214.932,0.75766,0.92576,1.06114,0.68205,0.6655,0.76929,0.48791,1.59588,1.48966,1.358,2.87504e-05,2.87504e-05,2.87504e-05
42,217.991,0.88006,1.88286,1.27727,0.68205,0.6655,0.76929,0.48791,1.59588,1.48966,1.358,2.89861e-05,2.89861e-05,2.89861e-05
43,221.784,0.84656,1.2215,1.22837,0.67827,0.65,0.76238,0.47306,1.62255,1.52911,1.38584,2.91983e-05,2.91983e-05,2.91983e-05
44,225.344,1.07492,0.98523,1.45128,0.67827,0.65,0.76238,0.47306,1.62255,1.52911,1.38584,2.93869e-05,2.93869e-05,2.93869e-05
45,229.227,0.61286,0.925,0.9946,0.69172,0.65,0.76251,0.47229,1.61092,1.54557,1.38233,2.9552e-05,2.9552e-05,2.9552e-05
46,233.16,0.81895,0.99714,1.26849,0.69172,0.65,0.76251,0.47229,1.61092,1.54557,1.38233,2.96935e-05,2.96935e-05,2.96935e-05
47,237.059,0.8852,1.46206,1.36104,0.7361,0.65,0.7323,0.43907,1.62361,1.60177,1.38839,2.98114e-05,2.98114e-05,2.98114e-05
48,240.774,0.78688,1.63244,1.172,0.7361,0.65,0.7323,0.43907,1.62361,1.60177,1.38839,2.99058e-05,2.99058e-05,2.99058e-05
49,244.761,0.67313,0.72239,1.24554,0.68327,0.65151,0.70529,0.41424,1.62503,1.62171,1.38942,2.99766e-05,2.99766e-05,2.99766e-05
50,249.402,0.80285,0.81117,1.2945,0.68327,0.65151,0.70529,0.41424,1.62503,1.62171,1.38942,3.00238e-05,3.00238e-05,3.00238e-05
51,254.243,0.85905,0.83731,1.15602,0.65652,0.67662,0.69629,0.40609,1.59389,1.63425,1.38257,3.00475e-05,3.00475e-05,3.00475e-05
52,257.524,0.9745,0.96797,1.34791,0.65652,0.67662,0.69629,0.40609,1.59389,1.63425,1.38257,3.00476e-05,3.00476e-05,3.00476e-05
53,260.725,0.64641,0.70007,1.17845,0.65652,0.67662,0.69629,0.40609,1.59389,1.63425,1.38257,3.00242e-05,3.00242e-05,3.00242e-05
54,264.497,0.78509,0.9019,1.23274,0.69049,0.67146,0.69636,0.4082,1.57913,1.67511,1.38315,2.99772e-05,2.99772e-05,2.99772e-05
55,267.943,0.80043,0.95199,1.12108,0.69049,0.67146,0.69636,0.4082,1.57913,1.67511,1.38315,2.99066e-05,2.99066e-05,2.99066e-05
56,271.75,1.09894,1.44529,1.5877,0.69049,0.67146,0.69636,0.4082,1.57913,1.67511,1.38315,2.98125e-05,2.98125e-05,2.98125e-05
57,275.596,0.94352,1.50053,1.37404,0.7233,0.50202,0.69284,0.40375,1.58671,1.70663,1.39297,2.96948e-05,2.96948e-05,2.96948e-05
58,279.372,0.86469,1.45455,1.2665,0.7233,0.50202,0.69284,0.40375,1.58671,1.70663,1.39297,2.95535e-05,2.95535e-05,2.95535e-05
59,284.057,0.78118,0.82734,1.15361,0.7233,0.50202,0.69284,0.40375,1.58671,1.70663,1.39297,2.93887e-05,2.93887e-05,2.93887e-05
60,288.411,0.9969,0.77733,1.54583,0.8556,0.48121,0.67795,0.37421,1.61203,1.7738,1.40973,2.92003e-05,2.92003e-05,2.92003e-05
61,292.181,0.63483,0.68082,1.06329,0.8556,0.48121,0.67795,0.37421,1.61203,1.7738,1.40973,2.89884e-05,2.89884e-05,2.89884e-05
62,298.348,0.70065,0.89392,1.04559,0.8556,0.48121,0.67795,0.37421,1.61203,1.7738,1.40973,2.87529e-05,2.87529e-05,2.87529e-05
63,303.012,0.76912,0.82329,1.15362,0.85528,0.47857,0.67726,0.37372,1.64293,1.85302,1.42698,2.84938e-05,2.84938e-05,2.84938e-05
64,308.605,0.62618,0.65291,1.06694,0.85528,0.47857,0.67726,0.37372,1.64293,1.85302,1.42698,2.82112e-05,2.82112e-05,2.82112e-05
65,313.71,0.66109,0.6823,1.21626,0.85528,0.47857,0.67726,0.37372,1.64293,1.85302,1.42698,2.7905e-05,2.7905e-05,2.7905e-05
66,317.793,0.68436,0.91546,1.08118,0.85192,0.47748,0.67714,0.37589,1.70689,1.91064,1.44813,2.75753e-05,2.75753e-05,2.75753e-05
67,321.941,0.73667,1.10927,1.10185,0.85192,0.47748,0.67714,0.37589,1.70689,1.91064,1.44813,2.7222e-05,2.7222e-05,2.7222e-05
68,325.953,1.04239,1.77335,1.40557,0.85192,0.47748,0.67714,0.37589,1.70689,1.91064,1.44813,2.68451e-05,2.68451e-05,2.68451e-05
69,330.542,0.64211,1.09551,1.12523,0.8414,0.48641,0.56788,0.28283,1.65617,1.95228,1.42142,2.64447e-05,2.64447e-05,2.64447e-05
70,334.996,0.97718,0.86602,1.42912,0.8414,0.48641,0.56788,0.28283,1.65617,1.95228,1.42142,2.60207e-05,2.60207e-05,2.60207e-05
71,339.326,0.94817,1.28835,1.31605,0.8414,0.48641,0.56788,0.28283,1.65617,1.95228,1.42142,2.55731e-05,2.55731e-05,2.55731e-05
72,343.281,0.59418,0.63785,1.07478,0.84031,0.48542,0.54131,0.27389,1.72511,2.001,1.44618,2.5102e-05,2.5102e-05,2.5102e-05
73,347.719,0.68643,0.90503,1.04369,0.84031,0.48542,0.54131,0.27389,1.72511,2.001,1.44618,2.46073e-05,2.46073e-05,2.46073e-05
74,352.521,0.72521,0.5939,1.21912,0.84031,0.48542,0.54131,0.27389,1.72511,2.001,1.44618,2.40891e-05,2.40891e-05,2.40891e-05
75,357.166,0.72866,0.55265,1.1409,0.84018,0.48261,0.54721,0.2685,1.77606,1.99439,1.46618,2.35472e-05,2.35472e-05,2.35472e-05
76,361.178,0.63404,0.73315,1.12754,0.84018,0.48261,0.54721,0.2685,1.77606,1.99439,1.46618,2.29819e-05,2.29819e-05,2.29819e-05
77,364.521,0.68083,0.65873,1.11163,0.84018,0.48261,0.54721,0.2685,1.77606,1.99439,1.46618,2.23929e-05,2.23929e-05,2.23929e-05
78,367.743,0.87342,1.00221,1.1844,0.83363,0.48821,0.5442,0.26805,1.73904,2.01288,1.44946,2.17805e-05,2.17805e-05,2.17805e-05
79,370.94,0.58984,0.74864,1.08421,0.83363,0.48821,0.5442,0.26805,1.73904,2.01288,1.44946,2.11444e-05,2.11444e-05,2.11444e-05
80,374.063,0.72148,0.72266,1.18032,0.83363,0.48821,0.5442,0.26805,1.73904,2.01288,1.44946,2.04848e-05,2.04848e-05,2.04848e-05
81,377.41,0.51229,0.50349,0.97375,0.84242,0.48008,0.53436,0.26405,1.77686,2.05523,1.47676,1.98016e-05,1.98016e-05,1.98016e-05
82,380.534,0.80752,0.67139,1.14313,0.84242,0.48008,0.53436,0.26405,1.77686,2.05523,1.47676,1.90949e-05,1.90949e-05,1.90949e-05
83,384.025,0.76643,0.82201,1.19667,0.84242,0.48008,0.53436,0.26405,1.77686,2.05523,1.47676,1.83646e-05,1.83646e-05,1.83646e-05
84,387.614,0.7834,0.56565,1.20386,0.8407,0.48423,0.54023,0.26891,1.82594,2.08431,1.50321,1.76107e-05,1.76107e-05,1.76107e-05
85,391.195,0.56568,0.7273,1.10836,0.8407,0.48423,0.54023,0.26891,1.82594,2.08431,1.50321,1.68333e-05,1.68333e-05,1.68333e-05
86,394.569,0.73619,0.6614,1.10127,0.8407,0.48423,0.54023,0.26891,1.82594,2.08431,1.50321,1.60323e-05,1.60323e-05,1.60323e-05
87,397.823,0.75002,0.7919,1.04975,0.8407,0.48423,0.54023,0.26891,1.82594,2.08431,1.50321,1.52077e-05,1.52077e-05,1.52077e-05
88,401.168,0.78949,0.85678,1.37926,0.83933,0.48354,0.53434,0.26768,1.83383,2.07474,1.50474,1.43596e-05,1.43596e-05,1.43596e-05
89,404.357,0.98964,0.92333,1.47891,0.83933,0.48354,0.53434,0.26768,1.83383,2.07474,1.50474,1.34879e-05,1.34879e-05,1.34879e-05
90,407.594,0.64864,0.64174,1.01072,0.83933,0.48354,0.53434,0.26768,1.83383,2.07474,1.50474,1.25927e-05,1.25927e-05,1.25927e-05
91,411.035,0.4594,0.51907,0.89125,0.83933,0.48354,0.53434,0.26768,1.83383,2.07474,1.50474,1.16739e-05,1.16739e-05,1.16739e-05
92,414.377,0.71206,0.69875,0.99323,0.83638,0.48482,0.53535,0.27843,1.83826,2.02838,1.49005,1.07315e-05,1.07315e-05,1.07315e-05
93,417.644,0.47675,0.45783,0.98547,0.83638,0.48482,0.53535,0.27843,1.83826,2.02838,1.49005,9.76562e-06,9.76562e-06,9.76562e-06
94,421.226,0.54901,0.43424,0.88582,0.83638,0.48482,0.53535,0.27843,1.83826,2.02838,1.49005,8.77613e-06,8.77613e-06,8.77613e-06
95,424.951,0.43468,0.45098,0.8979,0.83638,0.48482,0.53535,0.27843,1.83826,2.02838,1.49005,7.76308e-06,7.76308e-06,7.76308e-06
96,428.109,0.43945,0.50667,0.96132,0.84125,0.46625,0.55785,0.3054,1.755,1.95417,1.44216,6.72648e-06,6.72648e-06,6.72648e-06
97,431.209,0.68965,0.60445,1.04892,0.84125,0.46625,0.55785,0.3054,1.755,1.95417,1.44216,5.6663e-06,5.6663e-06,5.6663e-06
98,434.369,0.51727,0.48593,0.90983,0.84125,0.46625,0.55785,0.3054,1.755,1.95417,1.44216,4.58257e-06,4.58257e-06,4.58257e-06
99,437.535,0.47555,0.46317,0.90944,0.84125,0.46625,0.55785,0.3054,1.755,1.95417,1.44216,3.47528e-06,3.47528e-06,3.47528e-06
100,440.683,0.55681,0.49081,1.00189,0.8359,0.46667,0.60765,0.33969,1.70871,1.87473,1.41377,2.34442e-06,2.34442e-06,2.34442e-06
