epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,986.457,1.23035,0.99158,1.14649,0.98908,0.88889,0.88535,0.60164,1.16341,1.36318,1.02171,0.0013268,0.0013268,0.0013268
19,1043.27,1.1925,0.97915,1.12834,0.9978,0.88889,0.88535,0.65376,1.03377,1.15473,0.9893,0.0012872,0.0012872,0.0012872
20,1101.5,1.20099,1.04025,1.14336,0.98871,0.77778,0.87313,0.68062,0.98517,1.20533,0.99731,0.0012476,0.0012476,0.0012476
21,1157.92,1.13526,0.95127,1.12204,1,0.8859,0.88535,0.71724,0.90134,1.15887,0.96291,0.001208,0.001208,0.001208
22,1210.96,1.12924,0.95418,1.1482,1,0.88849,0.88535,0.73869,0.84768,1.0245,0.95232,0.0011684,0.0011684,0.0011684
23,1264.92,1.05384,0.86078,1.06339,1,0.88799,0.88535,0.74845,0.8226,0.93704,0.9481,0.0011288,0.0011288,0.0011288
24,1315.43,1.18491,0.94266,1.13619,0.99514,0.88889,0.88535,0.70675,0.86968,0.91837,0.92646,0.0010892,0.0010892,0.0010892
25,1359.18,1.11559,0.86621,1.11151,0.99506,0.88889,0.88535,0.69854,0.89061,0.89255,0.93721,0.0010496,0.0010496,0.0010496
26,1401.9,1.12078,0.87145,1.10308,1,0.88352,0.88535,0.71257,0.84265,0.90581,0.93344,0.00101,0.00101,0.00101
27,1444.66,1.05228,0.80711,1.04733,1,0.88313,0.88535,0.66785,0.89229,0.87544,0.95047,0.0009704,0.0009704,0.0009704
28,1487.4,0.92353,0.76424,1.03096,1,0.8845,0.88535,0.70574,0.79326,0.78539,0.90482,0.0009308,0.0009308,0.0009308
29,1529.78,1.04732,0.80884,1.06418,1,0.88845,0.88535,0.72168,0.83619,0.82162,0.94028,0.0008912,0.0008912,0.0008912
30,1572.37,1.0591,0.83057,1.08549,0.99671,0.88889,0.88535,0.73343,0.73337,0.77643,0.94942,0.0008516,0.0008516,0.0008516
31,1614.83,0.96943,0.79435,1.04529,0.99589,0.88889,0.88535,0.7031,0.7716,0.80424,0.96354,0.000812,0.000812,0.000812
32,1657.3,0.97191,0.76885,1.02243,0.99599,0.88889,0.88535,0.74398,0.74328,0.77291,0.95616,0.0007724,0.0007724,0.0007724
33,1699.87,1.0935,0.78229,1.12197,0.99634,0.88889,0.88535,0.74501,0.7601,0.77583,0.94187,0.0007328,0.0007328,0.0007328
34,1742.75,0.99787,0.73748,1.03398,0.99683,0.88889,0.88535,0.71608,0.75429,0.73173,0.93036,0.0006932,0.0006932,0.0006932
35,1786.46,1.0018,0.71726,1.03448,0.99681,0.88889,0.88535,0.72681,0.72767,0.69386,0.9099,0.0006536,0.0006536,0.0006536
36,1828.82,0.92521,0.71415,1.01827,0.9965,0.88889,0.88535,0.74488,0.6992,0.72985,0.89726,0.000614,0.000614,0.000614
37,1871.53,1.04797,0.71929,1.04556,0.99646,0.88889,0.88535,0.74573,0.74029,0.74004,0.90239,0.0005744,0.0005744,0.0005744
38,1917.13,1.03896,0.76599,1.08406,0.99663,0.88889,0.88535,0.76542,0.74282,0.7454,0.90181,0.0005348,0.0005348,0.0005348
39,1960.4,1.02652,0.72504,1.07666,0.99668,0.88889,0.88535,0.74714,0.7454,0.7259,0.90247,0.0004952,0.0004952,0.0004952
40,2017.04,0.97115,0.69463,1.032,0.99664,0.88889,0.88535,0.75808,0.70909,0.70033,0.89338,0.0004556,0.0004556,0.0004556
41,2076.87,0.94656,0.724,1.05806,0.99682,0.88889,0.88535,0.76661,0.68085,0.70356,0.88155,0.000416,0.000416,0.000416
42,2136.37,0.90371,0.70294,1.02797,0.99736,0.88889,0.88535,0.76672,0.7031,0.70695,0.8868,0.0003764,0.0003764,0.0003764
43,2191.57,0.86466,0.68367,1.02675,0.99763,0.88889,0.88535,0.75733,0.73132,0.67699,0.87922,0.0003368,0.0003368,0.0003368
44,2249.39,0.85894,0.67798,1.01152,0.99796,0.88889,0.88535,0.76267,0.68619,0.66244,0.86713,0.0002972,0.0002972,0.0002972
45,2318.59,0.80598,0.64931,0.99007,0.9982,0.88889,0.88535,0.76267,0.66455,0.65546,0.8619,0.0002576,0.0002576,0.0002576
46,2384.45,0.86678,0.68087,1.01924,0.99821,0.88889,0.88535,0.76259,0.664,0.66046,0.8671,0.000218,0.000218,0.000218
47,2440.74,0.83828,0.63192,0.9915,0.99766,0.88889,0.88535,0.76923,0.64569,0.65504,0.85998,0.0001784,0.0001784,0.0001784
48,2495.44,0.82812,0.63447,0.99379,0.99743,0.88889,0.88535,0.77859,0.63589,0.63793,0.85871,0.0001388,0.0001388,0.0001388
49,2550.35,0.83386,0.62007,0.9907,0.9973,0.88889,0.88535,0.78783,0.6357,0.63083,0.8593,9.92e-05,9.92e-05,9.92e-05
50,2601.1,0.82236,0.64016,0.95872,0.99718,0.88889,0.88535,0.772,0.64978,0.62878,0.86574,5.96e-05,5.96e-05,5.96e-05
