epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.3896,1.29059,2.98977,1.37597,0.00333,1,0.47105,0.24077,0.71065,3.26656,1.40152,2e-05,2e-05,2e-05
2,47.9455,1.2768,3.01112,1.46925,0.00333,1,0.585,0.36054,0.77312,3.30241,1.454,5.9406e-05,5.9406e-05,5.9406e-05
3,62.4022,1.04081,2.86668,1.26261,0.00333,1,0.69176,0.23336,0.89289,3.46129,1.43285,9.802e-05,9.802e-05,9.802e-05
4,78.2617,1.01659,2.84109,1.26792,0.00333,1,0.59804,0.32036,0.96215,3.51428,1.5058,0.000135842,0.000135842,0.000135842
5,88.6492,1.00488,2.68544,1.20471,0.00333,1,0.645,0.35236,1.02481,3.49577,1.60616,0.000172872,0.000172872,0.000172872
6,99.0787,1.03116,2.57729,1.19722,0.00333,1,0.67875,0.25929,1.11049,3.64476,1.70089,0.00020911,0.00020911,0.00020911
7,109.532,1.03584,2.50259,1.25379,0.00333,1,0.5,0.17778,1.34461,3.71474,1.93267,0.000244556,0.000244556,0.000244556
8,120.422,1.07232,2.27518,1.23652,0.00333,1,0.467,0.14996,1.54921,3.77128,2.02191,0.00027921,0.00027921,0.00027921
9,131.746,1.09753,2.05094,1.18694,0.00333,1,0.44909,0.15456,1.55225,4.02142,2.13511,0.000313072,0.000313072,0.000313072
10,142.675,1.06961,2.01605,1.16924,0.00333,1,0.48533,0.12631,1.5475,3.96717,2.2409,0.000346142,0.000346142,0.000346142
11,153.576,0.97951,1.88667,1.12992,0.00333,1,0.40377,0.09371,2.02308,4.52642,2.4264,0.00037842,0.00037842,0.00037842
12,164.147,1.08632,1.98076,1.25178,0.00333,1,0.38527,0.04853,2.42183,4.49385,2.50443,0.000409906,0.000409906,0.000409906
13,174.708,1.01024,1.72337,1.2118,0.00333,1,0.04393,0.01289,2.28516,4.9114,2.46514,0.0004406,0.0004406,0.0004406
14,185.933,1.01321,1.72147,1.18408,0.00333,1,0.0462,0.01473,2.67752,5.01136,2.6443,0.000470502,0.000470502,0.000470502
